last_name,first_name,player_id,year,pa,bip,ba,est_ba,est_ba_minus_ba_diff,slg,est_slg,est_slg_minus_slg_diff,woba,est_woba,est_woba_minus_woba_diff
Mountcastle, Ryan,663624,2023,356,246,0.272,0.277,-0.005,0.475,0.531,-0.056,0.336,0.365,-0.0289999999999999
Lowe, Josh,666139,2023,354,239,0.273,0.257,0.016,0.479,0.454,0.0249999999999999,0.339,0.325,0.014
Estrada, Thairo,642731,2023,352,238,0.271,0.235,0.036,0.422,0.363,0.059,0.323,0.289,0.034
Edman, Tommy,669242,2023,351,266,0.248,0.265,-0.017,0.427,0.4,0.0269999999999999,0.318,0.322,-0.004
Duran, Ezequiel,677649,2023,349,232,0.286,0.27,0.0159999999999999,0.484,0.472,0.012,0.349,0.341,0.0079999999999999
McLain, Matt,680574,2023,349,218,0.297,0.26,0.0369999999999999,0.505,0.426,0.079,0.372,0.33,0.0419999999999999
Peterson, Jace,607054,2023,349,224,0.219,0.217,0.002,0.315,0.341,-0.026,0.282,0.293,-0.011
Garcia, Maikel,672580,2023,349,252,0.286,0.274,0.0119999999999999,0.384,0.399,-0.015,0.311,0.321,-0.01
Canha, Mark,592192,2023,349,247,0.242,0.245,-0.003,0.37,0.377,-0.007,0.314,0.322,-0.008
Anderson, Brian,605119,2023,347,204,0.227,0.23,-0.003,0.372,0.389,-0.017,0.303,0.319,-0.016
Buxton, Byron,621439,2023,347,199,0.207,0.214,-0.007,0.438,0.43,0.008,0.312,0.32,-0.008
Greene, Riley,682985,2023,347,221,0.307,0.295,0.012,0.478,0.513,-0.035,0.366,0.375,-0.009
Hayes, Ke'Bryan,663647,2023,346,259,0.254,0.27,-0.016,0.416,0.421,-0.005,0.302,0.316,-0.014
Murphy, Sean,669221,2023,346,216,0.277,0.282,-0.0049999999999999,0.541,0.571,-0.0299999999999999,0.393,0.407,-0.0139999999999999
DeJong, Paul,657557,2023,345,218,0.214,0.225,-0.011,0.371,0.374,-0.003,0.281,0.293,-0.0119999999999999
Duran, Jarren,680776,2023,344,232,0.297,0.266,0.0309999999999999,0.491,0.403,0.0879999999999999,0.358,0.321,0.0369999999999999
Drury, Brandon,592273,2023,343,234,0.274,0.25,0.024,0.487,0.431,0.0559999999999999,0.34,0.315,0.025
Marte, Starling,516782,2023,341,248,0.248,0.263,-0.015,0.324,0.404,-0.08,0.278,0.315,-0.0369999999999999
Noda, Ryan,676116,2023,341,160,0.229,0.206,0.023,0.418,0.399,0.0189999999999999,0.352,0.342,0.0099999999999999
Jiménez, Eloy,650391,2023,340,249,0.278,0.266,0.012,0.454,0.442,0.012,0.332,0.325,0.007
Brennan, Will,686823,2023,340,279,0.254,0.286,-0.0319999999999999,0.359,0.378,-0.019,0.282,0.307,-0.025
Cooper, Garrett,643265,2023,339,218,0.252,0.248,0.004,0.418,0.421,-0.003,0.308,0.309,-0.001
Seager, Corey,608369,2023,339,248,0.348,0.333,0.0149999999999999,0.649,0.652,-0.003,0.439,0.44,-0.001
Grandal, Yasmani,518735,2023,338,228,0.242,0.218,0.0239999999999999,0.361,0.331,0.0299999999999999,0.301,0.283,0.018
Kepler, Max,596146,2023,334,233,0.238,0.264,-0.026,0.465,0.508,-0.0429999999999999,0.326,0.356,-0.0299999999999999
Belt, Brandon,474832,2023,330,163,0.254,0.207,0.047,0.453,0.403,0.0499999999999999,0.358,0.325,0.0329999999999999
Kemp, Tony,643393,2023,330,263,0.211,0.244,-0.033,0.303,0.323,-0.02,0.273,0.297,-0.0239999999999999
Fraley, Jake,641584,2023,327,231,0.263,0.263,0.0,0.467,0.409,0.058,0.349,0.332,0.0169999999999999
Joe, Connor,656582,2023,327,201,0.239,0.233,0.0059999999999999,0.422,0.401,0.0209999999999999,0.327,0.321,0.006
Berti, Jon,542932,2023,326,247,0.287,0.279,0.0079999999999999,0.373,0.388,-0.015,0.303,0.309,-0.006
Segura, Jean,516416,2023,326,255,0.219,0.237,-0.0179999999999999,0.279,0.335,-0.0559999999999999,0.25,0.28,-0.03
Raley, Luke,670042,2023,321,188,0.255,0.237,0.018,0.511,0.461,0.0499999999999999,0.364,0.341,0.0229999999999999
Turang, Brice,668930,2023,317,218,0.217,0.227,-0.01,0.329,0.342,-0.013,0.274,0.287,-0.0129999999999999
Massey, Michael,686681,2023,317,221,0.22,0.259,-0.039,0.368,0.442,-0.074,0.279,0.328,-0.0489999999999999
Lowe, Brandon,664040,2023,315,187,0.221,0.216,0.005,0.428,0.428,0.0,0.322,0.322,0.0
Castro, Willi,650489,2023,315,203,0.241,0.247,-0.006,0.371,0.381,-0.01,0.305,0.314,-0.009
Solano, Donovan,456781,2023,315,202,0.284,0.29,-0.006,0.406,0.422,-0.0159999999999999,0.349,0.359,-0.01
Taylor, Michael A.,572191,2023,313,186,0.214,0.219,-0.005,0.414,0.429,-0.015,0.291,0.301,-0.01
Ramírez, Harold,623912,2023,312,233,0.294,0.274,0.0199999999999999,0.434,0.415,0.019,0.335,0.325,0.01
Grossman, Robbie,543257,2023,312,201,0.229,0.218,0.011,0.384,0.35,0.034,0.303,0.292,0.011
Peralta, David,444482,2023,311,246,0.279,0.29,-0.0109999999999999,0.414,0.435,-0.021,0.311,0.329,-0.018
Julks, Corey,667452,2023,311,215,0.245,0.242,0.003,0.353,0.36,-0.007,0.287,0.29,-0.003
Alvarez, Yordan,670541,2023,311,196,0.274,0.284,-0.0099999999999999,0.567,0.604,-0.037,0.398,0.422,-0.0239999999999999
Grichuk, Randal,545341,2023,311,223,0.287,0.264,0.0229999999999999,0.472,0.424,0.0479999999999999,0.347,0.324,0.0229999999999999
Baty, Brett,683146,2023,311,193,0.216,0.231,-0.015,0.331,0.368,-0.0369999999999999,0.276,0.3,-0.0239999999999999
Miller, Owen,680911,2023,310,232,0.264,0.252,0.012,0.375,0.356,0.019,0.294,0.287,0.007
Olivares, Edward,658668,2023,308,234,0.246,0.265,-0.019,0.401,0.427,-0.0259999999999999,0.302,0.325,-0.023
Alvarez, Francisco,682626,2023,307,206,0.228,0.218,0.01,0.48,0.443,0.0369999999999999,0.33,0.314,0.016
Rojas, Miguel,500743,2023,306,248,0.219,0.253,-0.034,0.287,0.341,-0.054,0.249,0.292,-0.0429999999999999
Morel, Christopher,666624,2023,305,175,0.26,0.246,0.014,0.513,0.489,0.024,0.357,0.346,0.011
Vargas, Miguel,678246,2023,304,200,0.195,0.211,-0.0159999999999999,0.367,0.352,0.015,0.295,0.305,-0.01
Flores, Wilmer,527038,2023,302,230,0.3,0.255,0.0449999999999999,0.535,0.43,0.105,0.378,0.325,0.0529999999999999
Kirk, Alejandro,672386,2023,301,232,0.253,0.246,0.007,0.347,0.374,-0.027,0.308,0.315,-0.007
Urías, Ramón,602104,2023,301,198,0.256,0.225,0.031,0.392,0.351,0.041,0.313,0.288,0.025
Pham, Tommy,502054,2023,300,202,0.261,0.29,-0.0289999999999999,0.458,0.503,-0.0449999999999999,0.343,0.378,-0.0349999999999999
McCormick, Chas,676801,2023,300,177,0.28,0.234,0.046,0.517,0.448,0.069,0.379,0.339,0.0399999999999999
Mullins, Cedric,656775,2023,300,204,0.253,0.231,0.0219999999999999,0.452,0.363,0.089,0.341,0.306,0.035
Maldonado, Martín,455117,2023,300,174,0.179,0.18,-0.001,0.313,0.334,-0.021,0.249,0.258,-0.009
Kiermaier, Kevin,595281,2023,299,209,0.274,0.272,0.002,0.415,0.365,0.0499999999999999,0.327,0.315,0.012
Pratto, Nick,668472,2023,299,152,0.238,0.217,0.0209999999999999,0.375,0.36,0.015,0.31,0.297,0.013
Wong, Connor,657136,2023,298,176,0.244,0.209,0.035,0.393,0.361,0.032,0.299,0.275,0.0239999999999999
Walker, Jordan,691023,2023,297,205,0.254,0.254,0.0,0.404,0.396,0.008,0.316,0.315,0.001
Meyers, Jake,676694,2023,295,189,0.23,0.217,0.013,0.392,0.364,0.028,0.305,0.292,0.013
Andrus, Elvis,462101,2023,293,218,0.226,0.236,-0.0099999999999999,0.317,0.31,0.007,0.27,0.275,-0.005
Pederson, Joc,592626,2023,293,188,0.232,0.263,-0.031,0.415,0.5,-0.085,0.331,0.376,-0.0449999999999999
McCarthy, Jake,664983,2023,291,204,0.245,0.246,-0.001,0.331,0.331,0.0,0.295,0.298,-0.003
Gomes, Yan,543228,2023,291,213,0.27,0.25,0.02,0.434,0.383,0.0509999999999999,0.316,0.306,0.01
Mateo, Jorge,622761,2023,289,200,0.209,0.233,-0.024,0.338,0.365,-0.0269999999999999,0.259,0.285,-0.0259999999999999
Maton, Nick,665155,2023,288,176,0.176,0.194,-0.018,0.311,0.336,-0.025,0.273,0.291,-0.0179999999999999
Siri, Jose,642350,2023,288,165,0.216,0.209,0.007,0.515,0.445,0.07,0.321,0.297,0.024
Kiner-Falefa, Isiah,643396,2023,288,213,0.253,0.252,0.001,0.366,0.354,0.012,0.303,0.3,0.003
Tellez, Rowdy,642133,2023,288,192,0.213,0.234,-0.021,0.388,0.377,0.011,0.289,0.301,-0.012
Yastrzemski, Mike,573262,2023,285,181,0.233,0.24,-0.0069999999999999,0.439,0.442,-0.003,0.322,0.329,-0.007
Moustakas, Mike,519058,2023,284,190,0.268,0.23,0.038,0.453,0.399,0.0539999999999999,0.333,0.302,0.031
Bleday, JJ,668709,2023,284,178,0.203,0.202,0.001,0.373,0.355,0.018,0.304,0.3,0.004
Doyle, Brenton,686668,2023,280,158,0.196,0.197,-0.001,0.322,0.345,-0.0229999999999999,0.253,0.266,-0.013
Stanton, Giancarlo,519317,2023,280,182,0.206,0.23,-0.024,0.456,0.502,-0.0459999999999999,0.311,0.342,-0.031
Walls, Taylor,670764,2023,279,171,0.211,0.203,0.0079999999999999,0.36,0.303,0.0569999999999999,0.301,0.281,0.0199999999999999
Carpenter, Kerry,681481,2023,277,193,0.282,0.271,0.0109999999999999,0.512,0.496,0.016,0.364,0.357,0.007
Sabol, Blake,666165,2023,276,156,0.248,0.205,0.043,0.412,0.369,0.0429999999999999,0.313,0.284,0.029
Haase, Eric,606992,2023,276,185,0.203,0.219,-0.0159999999999999,0.287,0.313,-0.026,0.232,0.254,-0.0219999999999999
Gurriel, Yuli,493329,2023,275,217,0.266,0.241,0.025,0.383,0.321,0.062,0.306,0.278,0.0279999999999999
Bryant, Kris,592178,2023,275,195,0.251,0.26,-0.009,0.379,0.424,-0.0449999999999999,0.319,0.34,-0.021
Margot, Manuel,622534,2023,275,206,0.249,0.248,0.001,0.356,0.347,0.009,0.287,0.291,-0.004
Thaiss, Matt,642136,2023,274,163,0.224,0.233,-0.009,0.341,0.398,-0.0569999999999999,0.303,0.333,-0.03
Sánchez, Jesús,660821,2023,272,180,0.264,0.276,-0.012,0.464,0.483,-0.0189999999999999,0.336,0.35,-0.0139999999999999
Taylor, Chris,621035,2023,271,153,0.218,0.212,0.006,0.414,0.408,0.006,0.311,0.308,0.003
Laureano, Ramón,657656,2023,271,168,0.21,0.219,-0.009,0.355,0.355,0.0,0.278,0.285,-0.0069999999999999
Cron, C.J.,543068,2023,270,189,0.248,0.259,-0.011,0.44,0.478,-0.0379999999999999,0.315,0.339,-0.024
Senzel, Nick,669222,2023,269,185,0.219,0.245,-0.0259999999999999,0.368,0.358,0.01,0.289,0.299,-0.01
Díaz, Aledmys,649557,2023,269,197,0.217,0.227,-0.01,0.295,0.31,-0.015,0.254,0.269,-0.015
Jansen, Danny,643376,2023,268,183,0.216,0.21,0.006,0.452,0.397,0.0549999999999999,0.32,0.301,0.019
Farmer, Kyle,571657,2023,267,179,0.239,0.255,-0.016,0.362,0.407,-0.0449999999999999,0.291,0.316,-0.025
Heyward, Jason,518792,2023,266,180,0.248,0.231,0.0169999999999999,0.46,0.391,0.069,0.345,0.319,0.0259999999999999
Diaz, Yainer,673237,2023,266,207,0.275,0.287,-0.0119999999999999,0.514,0.563,-0.0489999999999999,0.337,0.367,-0.0299999999999999
Burleson, Alec,676475,2023,264,216,0.244,0.269,-0.025,0.413,0.437,-0.024,0.304,0.326,-0.022
Ibáñez, Andy,628451,2023,263,200,0.242,0.257,-0.015,0.401,0.438,-0.0369999999999999,0.29,0.313,-0.023
Tauchman, Mike,643565,2023,263,174,0.278,0.28,-0.002,0.43,0.425,0.005,0.353,0.355,-0.002
Mancini, Trey,641820,2023,263,160,0.234,0.212,0.022,0.336,0.323,0.013,0.28,0.27,0.01
Bethancourt, Christian,542194,2023,262,182,0.215,0.212,0.003,0.358,0.367,-0.009,0.264,0.268,-0.004
Vázquez, Christian,543877,2023,262,185,0.222,0.233,-0.011,0.297,0.332,-0.035,0.259,0.279,-0.02
Pasquantino, Vinnie,686469,2023,260,201,0.247,0.279,-0.032,0.437,0.449,-0.012,0.327,0.35,-0.0229999999999999
Bader, Harrison,664056,2023,260,203,0.266,0.251,0.015,0.411,0.392,0.0189999999999999,0.306,0.302,0.004
Crawford, Brandon,543063,2023,259,170,0.203,0.217,-0.0139999999999999,0.332,0.378,-0.0459999999999999,0.264,0.289,-0.0249999999999999
Kirilloff, Alex,666135,2023,258,158,0.27,0.256,0.014,0.442,0.407,0.035,0.348,0.332,0.0159999999999999
De La Cruz, Elly,682829,2023,257,151,0.264,0.251,0.013,0.464,0.41,0.054,0.327,0.306,0.021
Carlson, Dylan,666185,2023,255,173,0.219,0.237,-0.0179999999999999,0.333,0.379,-0.0459999999999999,0.293,0.32,-0.027
Brown, Seth,664913,2023,254,159,0.219,0.235,-0.0159999999999999,0.421,0.475,-0.0539999999999999,0.308,0.336,-0.028
Moniak, Mickey,666160,2023,253,156,0.289,0.253,0.0359999999999999,0.521,0.478,0.043,0.356,0.325,0.0309999999999999
Thomas, Alek,677950,2023,252,180,0.235,0.247,-0.012,0.412,0.371,0.0409999999999999,0.291,0.287,0.004
Neto, Zach,687263,2023,252,173,0.241,0.243,-0.002,0.411,0.426,-0.015,0.317,0.326,-0.009
Cabrera, Miguel,408234,2023,251,176,0.254,0.239,0.015,0.326,0.339,-0.013,0.293,0.295,-0.002
Vogelbach, Daniel,596129,2023,251,155,0.22,0.216,0.004,0.362,0.359,0.003,0.305,0.303,0.002
Newman, Kevin,621028,2023,250,195,0.252,0.271,-0.019,0.365,0.371,-0.006,0.296,0.312,-0.016
Baddoo, Akil,668731,2023,250,161,0.218,0.221,-0.003,0.359,0.366,-0.007,0.291,0.299,-0.008
Wendle, Joey,621563,2023,248,181,0.235,0.233,0.0019999999999999,0.326,0.318,0.008,0.26,0.264,-0.004
Fortes, Nick,663743,2023,247,185,0.219,0.228,-0.009,0.307,0.354,-0.0469999999999999,0.256,0.278,-0.022
Sheets, Gavin,657757,2023,245,176,0.218,0.213,0.005,0.355,0.35,0.005,0.281,0.278,0.003
Moreno, Gabriel,672515,2023,245,174,0.274,0.253,0.021,0.363,0.368,-0.005,0.298,0.301,-0.003
Bailey, Patrick,672275,2023,244,165,0.267,0.268,-0.001,0.422,0.456,-0.034,0.319,0.337,-0.018
Blackmon, Charlie,453568,2023,242,181,0.265,0.258,0.007,0.422,0.406,0.0159999999999999,0.336,0.333,0.003
Bae, Ji Hwan,678225,2023,239,161,0.238,0.221,0.0169999999999999,0.308,0.297,0.011,0.273,0.265,0.008
Rivera, Emmanuel,656896,2023,238,172,0.267,0.266,0.001,0.376,0.399,-0.023,0.3,0.312,-0.012
Castro, Harold,605612,2023,237,174,0.263,0.248,0.015,0.329,0.352,-0.0229999999999999,0.265,0.269,-0.004
Rojas, Josh,668942,2023,236,159,0.221,0.214,0.007,0.288,0.299,-0.011,0.257,0.263,-0.006
O'Hearn, Ryan,656811,2023,233,165,0.29,0.257,0.0329999999999999,0.484,0.47,0.014,0.343,0.33,0.013
Urshela, Gio,570482,2023,228,181,0.299,0.255,0.0439999999999999,0.374,0.355,0.019,0.307,0.288,0.019
Jankowski, Travis,608671,2023,225,162,0.292,0.264,0.0279999999999999,0.375,0.319,0.0559999999999999,0.343,0.316,0.027
Cabrera, Oswaldo,665828,2023,224,156,0.202,0.2,0.002,0.3,0.299,0.001,0.25,0.251,-0.001
Sosa, Edmundo,624641,2023,223,157,0.24,0.233,0.0069999999999999,0.399,0.364,0.035,0.294,0.28,0.0139999999999999
Marcano, Tucupita,672779,2023,220,172,0.233,0.246,-0.0129999999999999,0.356,0.37,-0.014,0.275,0.293,-0.0179999999999999
Isbel, Kyle,664728,2023,218,167,0.237,0.24,-0.003,0.386,0.36,0.026,0.281,0.275,0.006
Altuve, Jose,514888,2023,218,150,0.314,0.259,0.0549999999999999,0.535,0.434,0.101,0.407,0.355,0.0519999999999999
Escobar, Eduardo,500871,2023,218,156,0.238,0.221,0.0169999999999999,0.376,0.319,0.0569999999999999,0.284,0.261,0.0229999999999999
Schmitt, Casey,669477,2023,218,152,0.205,0.229,-0.024,0.29,0.327,-0.037,0.244,0.273,-0.029
Wong, Kolten,543939,2023,216,150,0.165,0.21,-0.0449999999999999,0.227,0.284,-0.0569999999999999,0.216,0.26,-0.044
Madrigal, Nick,663611,2023,212,177,0.267,0.284,-0.0169999999999999,0.346,0.348,-0.002,0.301,0.311,-0.01
Arroyo, Christian,624414,2023,206,153,0.241,0.231,0.0099999999999999,0.369,0.341,0.0279999999999999,0.275,0.269,0.006
Allen, Nick,669397,2023,196,150,0.2,0.209,-0.0089999999999999,0.272,0.281,-0.009,0.23,0.242,-0.0119999999999999
